 Tipo Entidad ; Cód. Entidad ; Entidad ; Cód. Provincia ; Provincia ; Cód. Municipio ; Municipio ; Nº de oficinas ;OPERACIONES;RETIRADA EFECTIVO;INCIDENCIAS ST;DIAS INACTIVIDAD
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;003;ALBOLOTE ;1;597;53710;2;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;012;ALGARINEJO ;2;842;75810;10;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;013;ALHAMA DE GRANADA ;2;1.405;126470;0;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;017;ALMUÑECAR ;2;724;65130;4;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;022;ATARFE ;1;682;61390;2;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;023;BAZA ;1;636;57210;3;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;027;BENALUA ;1;417;37490;1;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;030;BERCHULES ;1;541;48690;2;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;039;CANILES ;1;584;52520;0;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;046;CASTRIL ;1;548;49340;1;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;051;COLOMERA ;1;491;44230;0;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;053;CORTES DE BAZA ;2;921;82930;0;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;059;CHAUCHINA ;1;373;33540;0;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;071;DURCAL ;1;654;58840;0;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;079;FUENTE VAQUEROS ;1;354;31890;0;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;082;GALERA ;1;525;47270;4;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;088;GUADAHORTUNA ;1;331;29830;1;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;093;GUALCHOS ;1;358;32190;2;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;101;HUETOR VEGA ;1;425;38250;2;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;107;JAYENA ;1;619;55670;0;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;116;LANJARON ;1;291;26190;2;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;119;LECRIN ;1;442;39760;5;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;126;MALAHA (LA) ;1;561;50480;1;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;133;MOLVIZAR ;1;524;47130;0;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;134;MONACHIL ;3;1.616;145470;15;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;136;MONTEJICAR ;1;550;49530;5;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;137;MONTILLANA ;1;611;55010;4;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;140;MOTRIL ;5;3.503;315300;7;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;145;OGIJARES ;1;493;44350;5;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;146;ORCE ;1;315;28340;3;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;150;PADUL ;1;440;39620;0;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;159;PIÑAR ;1;596;53670;0;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;180;TREVELEZ ;1;498;44850;1;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;188;VILLANUEVA MESIA ;1;585;52640;0;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;192;ZAFARRAYA ;1;582;52360;0;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;905;GABIAS (LAS) ;1;569;51220;0;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;909;MORELABOR ;1;554;49810;1;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;912;CUEVAS DEL CAMPO ;1;484;43520;4;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;18;Granada;915;DOMINGO PEREZ DE GRANADA ;1;669;60230;3;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;28;Madrid;079;MADRID ;2;1.244;112000;6;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;29;Málaga;007;ALHAURIN DE LA TORRE ;1;508;45710;0;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;29;Málaga;008;ALHAURIN EL GRANDE ;1;633;56980;0;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;29;Málaga;025;BENALMADENA ;1;656;59050;0;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;29;Málaga;042;COIN ;1;483;43500;3;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;29;Málaga;051;ESTEPONA ;1;298;26800;0;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;29;Málaga;067;MALAGA ;8;3.453;310730;24;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;29;Málaga;069;MARBELLA ;1;615;55300;4;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;29;Málaga;075;NERJA ;1;688;61940;5;0
COOPERATIVAS DE CREDITO;3023;CAJA R. DE GRANADA, S.C.C.;29;Málaga;084;RONDA ;1;290;26090;3;0
COOPERATIVAS DE CREDITO;3025;CAIXA C. DELS ENGINYERS, S.C.C.;41;Sevilla;091;SEVILLA ;2;873;78580;8;0
COOPERATIVAS DE CREDITO;3025;CAIXA C. DELS ENGINYERS, S.C.C.;50;Zaragoza;297;ZARAGOZA ;1;463;41650;0;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;01;Alava;001;ALEGRIA-DULANTZI ;1;615;55370;4;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;01;Alava;017;CAMPEZO/KANPEZU ;1;701;63050;0;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;01;Alava;036;LAUDIO/LLODIO ;1;445;40080;0;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;01;Alava;051;AGURAIN/SALVATIERRA ;1;590;53100;0;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;09;Burgos;018;ARANDA DE DUERO ;1;460;41390;0;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;09;Burgos;219;MIRANDA DE EBRO ;1;685;61600;3;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;20;Guipúzcoa;011;ANTZUOLA ;1;440;39550;3;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;20;Guipúzcoa;017;AZKOITIA ;1;428;38550;0;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;20;Guipúzcoa;029;DEBA ;1;468;42090;5;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;20;Guipúzcoa;043;IDIAZABAL ;1;669;60190;5;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;20;Guipúzcoa;053;LEZO ;1;543;48890;0;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;20;Guipúzcoa;055;ARRASATE/MONDRAGON ;3;944;84990;15;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;20;Guipúzcoa;056;MUTRIKU ;1;338;30410;5;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;20;Guipúzcoa;062;ORMAIZTEGI ;1;387;34800;0;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;20;Guipúzcoa;064;PASAIA ;2;1.084;97600;10;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;20;Guipúzcoa;077;URRETXU ;1;528;47510;4;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;20;Guipúzcoa;079;ZARAUTZ ;1;478;43060;0;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;22;Huesca;125;HUESCA ;1;385;34670;2;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;26;La Rioja;036;CALAHORRA ;1;602;54210;0;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;31;Navarra;016;ANSOAIN/ANTSOAIN ;1;387;34790;3;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;31;Navarra;060;BURLADA/BURLATA ;1;525;47230;1;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;31;Navarra;086;VALLE DE EGÜES/EGUESIBAR ;1;559;50290;2;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;31;Navarra;122;HUARTE/UHARTE ;1;382;34400;3;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;31;Navarra;138;LAKUNTZA ;1;460;41430;0;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;31;Navarra;153;LESAKA ;1;361;32440;1;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;31;Navarra;215;SAN ADRIAN ;1;493;44410;0;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;31;Navarra;221;DONEZTEBE/SANTESTEBAN ;1;680;61240;0;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;31;Navarra;250;BERA ;1;297;26690;1;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;31;Navarra;903;BERRIOZAR ;1;338;30430;0;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;33;Asturias;004;AVILES ;1;569;51220;5;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;33;Asturias;024;GIJON ;4;2.488;223920;0;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;33;Asturias;044;OVIEDO ;3;1.531;137750;9;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;37;Salamanca;274;SALAMANCA ;5;3.324;299150;15;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;47;Valladolid;186;VALLADOLID ;11;5.729;515620;22;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;48;Vizcaya;002;ABANTO Y CIERVANA-ABANTO ZIERBENA ;1;542;48760;3;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;48;Vizcaya;011;ARRIGORRIAGA ;1;673;60570;4;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;48;Vizcaya;013;BARAKALDO ;5;2.783;250450;0;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;48;Vizcaya;015;BASAURI ;2;1.048;94300;4;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;48;Vizcaya;016;BERANGO ;1;583;52440;0;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;48;Vizcaya;019;BERRIZ ;1;377;33930;0;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;48;Vizcaya;029;ETXEBARRI ;1;381;34240;3;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;48;Vizcaya;036;GALDAKAO ;2;895;80530;2;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;48;Vizcaya;052;LARRABETZU ;1;455;40900;5;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;48;Vizcaya;060;MARKINA-XEMEIN ;1;468;42080;0;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;48;Vizcaya;071;MUSKIZ ;1;288;25880;2;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;48;Vizcaya;073;ONDARROA ;1;514;46230;3;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;48;Vizcaya;077;PLENTZIA ;1;656;59080;0;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;48;Vizcaya;078;PORTUGALETE ;2;1.078;97050;2;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;48;Vizcaya;080;VALLE DE TRAPAGA-TRAPAGARAN ;1;442;39800;1;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;48;Vizcaya;082;SANTURTZI ;2;643;57870;4;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;48;Vizcaya;083;ORTUELLA ;1;700;62980;0;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;48;Vizcaya;090;BALMASEDA ;1;631;56760;0;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;48;Vizcaya;902;ERANDIO ;2;681;61290;0;0
COOPERATIVAS DE CREDITO;3035;CAJA LABORAL POPULAR COOP. CREDITO;50;Zaragoza;297;ZARAGOZA ;15;9.556;860050;0;0
COOPERATIVAS DE CREDITO;3045;CAIXA R. ALTEA, C.C.V.;03;Alicante;018;ALTEA ;3;943;84880;9;0
COOPERATIVAS DE CREDITO;3045;CAIXA R. ALTEA, C.C.V.;03;Alicante;047;CALP ;1;392;35310;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;02;Albacete;081;VILLARROBLEDO ;1;625;56230;1;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;03;Alicante;014;ALICANTE/ALACANT ;4;2.145;193040;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;03;Alicante;023;BENEIXAMA ;1;386;34730;3;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;03;Alicante;056;COCENTAINA ;1;327;29440;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;03;Alicante;065;ELCHE/ELX ;2;1.044;93950;2;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;03;Alicante;071;GATA DE GORGOS ;1;291;26160;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;03;Alicante;076;GUARDAMAR DEL SEGURA ;1;553;49750;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;03;Alicante;088;MONFORTE DEL CID ;1;291;26200;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;03;Alicante;112;RELLEU ;1;427;38470;4;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;03;Alicante;122;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG ;1;513;46130;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;03;Alicante;140;VILLENA ;1;649;58420;5;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;001;ABLA ;1;333;29950;2;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;011;ALHAMA DE ALMERIA ;1;636;57250;3;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;016;ANTAS ;1;462;41600;1;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;017;ARBOLEAS ;1;562;50600;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;020;BAYARCAL ;1;548;49320;4;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;031;CANTORIA ;1;710;63870;5;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;032;CARBONERAS ;1;593;53340;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;038;DALIAS ;1;480;43170;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;043;FELIX ;1;298;26820;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;044;FINES ;1;538;48440;1;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;046;FONDON ;1;410;36920;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;052;HUERCAL DE ALMERIA ;1;438;39380;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;053;HUERCAL-OVERA ;2;574;51670;6;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;054;ILLAR ;1;635;57120;5;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;059;LUBRIN ;1;671;60340;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;063;MARIA ;1;324;29140;5;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;064;MOJACAR ;1;449;40420;1;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;066;NIJAR ;2;1.149;103390;10;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;069;OLULA DEL RIO ;1;663;59640;3;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;071;PADULES ;1;486;43710;4;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;073;PATERNA DEL RIO ;1;591;53180;3;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;075;PULPI ;1;589;52960;4;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;078;RIOJA ;1;610;54890;5;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;098;VELEZ-BLANCO ;1;707;63670;4;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;099;VELEZ-RUBIO ;1;361;32440;3;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;100;VERA ;1;638;57400;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;05;Ávila;019;AVILA ;2;1.355;121970;8;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;05;Ávila;168;NAVAS DEL MARQUES (LAS) ;1;410;36860;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;07;Islas Baleares;005;ANDRATX ;1;415;37380;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;07;Islas Baleares;022;FELANITX ;1;529;47650;5;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;07;Islas Baleares;043;PORRERES ;1;616;55430;3;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;07;Islas Baleares;044;POBLA (SA) ;1;662;59590;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;08;Barcelona;019;BARCELONA ;3;1.661;149520;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;08;Barcelona;096;GRANOLLERS ;1;414;37290;3;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;08;Barcelona;114;MARTORELL ;1;607;54610;2;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;08;Barcelona;123;MOLINS DE REI ;1;649;58420;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;08;Barcelona;125;MONTCADA I REIXAC ;1;693;62320;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;08;Barcelona;187;SABADELL ;2;856;77080;6;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;08;Barcelona;301;VILADECANS ;1;676;60840;2;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;08;Barcelona;305;VILAFRANCA DEL PENEDÈS ;1;485;43690;1;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;09;Burgos;018;ARANDA DE DUERO ;1;599;53930;5;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;09;Burgos;059;BURGOS ;1;578;51990;5;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;11;Cádiz;004;ALGECIRAS ;1;352;31690;4;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;11;Cádiz;027;PUERTO DE SANTA MARIA (EL) ;1;362;32540;3;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;11;Cádiz;032;SANLUCAR DE BARRAMEDA ;1;411;36970;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;12;Castellón;016;ARTANA ;1;588;52910;3;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;12;Castellón;026;BENASSAL ;1;445;40080;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;12;Castellón;027;BENICARLO ;1;284;25560;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;12;Castellón;040;CASTELLO DE LA PLANA ;7;3.908;351720;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;12;Castellón;060;FIGUEROLES ;1;320;28770;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;12;Castellón;061;FORCALL ;1;496;44630;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;12;Castellón;071;JERICA ;1;451;40540;4;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;12;Castellón;079;MONTANEJOS ;1;414;37230;3;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;12;Castellón;084;ONDA ;1;515;46310;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;12;Castellón;104;SEGORBE ;1;563;50650;2;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;12;Castellón;124;VALL D'ALBA ;1;403;36230;3;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;12;Castellón;139;VISTABELLA DEL MAESTRAT ;1;699;62940;3;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;13;Ciudad Real;082;TOMELLOSO ;1;371;33340;5;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;13;Ciudad Real;087;VALDEPEÑAS ;1;564;50770;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;14;Córdoba;055;PRIEGO DE CORDOBA ;1;339;30540;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;16;Cuenca;202;TALAYUELAS ;1;509;45790;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;17;Girona;066;FIGUERES ;1;658;59220;2;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;17;Girona;079;GIRONA ;1;501;45080;2;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;18;Granada;003;ALBOLOTE ;1;517;46490;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;18;Granada;021;ARMILLA ;1;466;41890;4;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;18;Granada;140;MOTRIL ;1;402;36160;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;18;Granada;193;ZUBIA (LA) ;1;319;28710;5;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;23;Jaén;002;ALCALA LA REAL ;1;380;34170;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;23;Jaén;055;LINARES ;1;601;54120;4;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;24;León;115;PONFERRADA ;1;672;60500;5;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;26;La Rioja;089;LOGROÑO ;1;575;51730;0;0
